effectsize_id,study_id,author,year,country,journal,DOI,include,age_mean,age_med,age_min,age_max,gender,population,total_sample,ni,cm_measure,measure_mod,item_number,reliability,subtype_reliability,su_measure,cm_type,mod_cm,substance,su_mod,control_id,prop_control,mean_control,sd_control,n_control,prop_cm,mean_cm,sd_cm,n_cm,OR,or_cilb,or_ciub,ri,effectsize_metric,notes,specific_notes,additional_notes,guo_include,robust_1,robust_2,robust_3,robust_4,robust_5,robust_6
254,29,"Yoon, S., Kobulsky, J.M., Yoon, D., Wonhee, K.",2017,USA,Children and Youth Services Review,https://doi.org/10.1016/j.childyouth.2017.09.062,1,16,,16,16,50.4,LONGSCAN,883,883,self-report (their own measures),self-report,33,".70, .82",,self-report,Educational neglect,N,alcohol,alcohol,51,,,,,,,,,,,,0.1,r,educational neglect x alcohol,table 2 correlations,,,0,0,0,0,0,0
255,29,"Yoon, S., Kobulsky, J.M., Yoon, D., Wonhee, K.",2017,USA,Children and Youth Services Review,https://doi.org/10.1016/j.childyouth.2017.09.063,1,16,,16,16,50.4,LONGSCAN,883,883,self-report (their own measures),self-report,33,".70, .82",,self-report,Educational neglect,N,cigarette ,cigarette,51,,,,,,,,,,,,0.08,r,educational neglect x cigarette,table 2 correlations,,,0,0,0,0,0,0
256,29,"Yoon, S., Kobulsky, J.M., Yoon, D., Wonhee, K.",2017,USA,Children and Youth Services Review,https://doi.org/10.1016/j.childyouth.2017.09.064,1,16,,16,16,50.4,LONGSCAN,883,883,self-report (their own measures),self-report,33,".70, .82",,self-report,Educational neglect,N,marijuana ,marijuana,51,,,,,,,,,,,,0.05,r,educational neglect x marijuana,table 2 correlations,,,0,0,0,0,0,0
257,30,"Yoon, S., Kobulsky, J.M., Shin, S.H., Coxe, K.",2021,USA,Child Abuse & Neglect,https://doi.org/10.1016/j.chiabu.2021.105130,0,12,,12,18,48.9,LONGSCAN,681,681,case report & self-report,both,,,,self-report,PA,PA,any,any,52,,,,,,,,,,,,0.15,r,pa x substance 12,table 2 correlations,"substances: alcohol, cigarettes, marijuana, & other",,0,0,0,0,0,0
258,30,"Yoon, S., Kobulsky, J.M., Shin, S.H., Coxe, K.",2021,USA,Child Abuse & Neglect,https://doi.org/10.1016/j.chiabu.2021.105131,0,12,,12,18,48.9,LONGSCAN,681,681,case report & self-report,both,,,,self-report,EA,EA,any,any,52,,,,,,,,,,,,0.13,r,ea x substance 12,table 2 correlations,mention both CPS and self-report but it seem like they only used self-report,,0,0,0,0,0,0
259,30,"Yoon, S., Kobulsky, J.M., Shin, S.H., Coxe, K.",2021,USA,Child Abuse & Neglect,https://doi.org/10.1016/j.chiabu.2021.105132,0,12,,12,18,48.9,LONGSCAN,681,681,case report & self-report,both,,,,self-report,SA,SA,any,any,52,,,,,,,,,,,,0.11,r,sa x substance 12,table 2 correlations,,,0,0,0,0,0,0
260,30,"Yoon, S., Kobulsky, J.M., Shin, S.H., Coxe, K.",2021,USA,Child Abuse & Neglect,https://doi.org/10.1016/j.chiabu.2021.105133,0,12,,12,18,48.9,LONGSCAN,681,681,case report & self-report,both,,,,self-report,N,N,any,any,52,,,,,,,,,,,,0.09,r,n x substance 12,table 2 correlations,,,0,0,0,0,0,0
261,30,"Yoon, S., Kobulsky, J.M., Shin, S.H., Coxe, K.",2021,USA,Child Abuse & Neglect,https://doi.org/10.1016/j.chiabu.2021.105134,0,14,,12,18,48.9,LONGSCAN,681,681,case report & self-report,both,,,,self-report,PA,PA,any,any,52,,,,,,,,,,,,0.13,r,pa x substance 14,table 2 correlations,,,0,0,0,0,0,0
262,30,"Yoon, S., Kobulsky, J.M., Shin, S.H., Coxe, K.",2021,USA,Child Abuse & Neglect,https://doi.org/10.1016/j.chiabu.2021.105135,0,14,,12,18,48.9,LONGSCAN,681,681,case report & self-report,both,,,,self-report,EA,EA,any,any,52,,,,,,,,,,,,0.12,r,ea x substance 14,table 2 correlations,,,0,0,0,0,0,0
263,30,"Yoon, S., Kobulsky, J.M., Shin, S.H., Coxe, K.",2021,USA,Child Abuse & Neglect,https://doi.org/10.1016/j.chiabu.2021.105136,0,14,,12,18,48.9,LONGSCAN,681,681,case report & self-report,both,,,,self-report,SA,SA,any,any,52,,,,,,,,,,,,0.12,r,sa x substance 14,table 2 correlations,,,0,0,0,0,0,0
264,30,"Yoon, S., Kobulsky, J.M., Shin, S.H., Coxe, K.",2021,USA,Child Abuse & Neglect,https://doi.org/10.1016/j.chiabu.2021.105137,0,14,,12,18,48.9,LONGSCAN,681,681,case report & self-report,both,,,,self-report,N,N,any,any,52,,,,,,,,,,,,0.01,r,n x substance 14,table 2 correlations,,,0,0,0,0,0,0
265,30,"Yoon, S., Kobulsky, J.M., Shin, S.H., Coxe, K.",2021,USA,Child Abuse & Neglect,https://doi.org/10.1016/j.chiabu.2021.105138,0,16,,12,18,48.9,LONGSCAN,681,681,case report & self-report,both,,,,self-report,PA,PA,any,any,52,,,,,,,,,,,,0.14,r,pa x substance 16,table 2 correlations,,,0,0,0,0,0,1
266,30,"Yoon, S., Kobulsky, J.M., Shin, S.H., Coxe, K.",2021,USA,Child Abuse & Neglect,https://doi.org/10.1016/j.chiabu.2021.105139,0,16,,12,18,48.9,LONGSCAN,681,681,case report & self-report,both,,,,self-report,EA,EA,any,any,52,,,,,,,,,,,,0.23,r,ea x substance 16,table 2 correlations,,,0,0,0,0,0,1
267,30,"Yoon, S., Kobulsky, J.M., Shin, S.H., Coxe, K.",2021,USA,Child Abuse & Neglect,https://doi.org/10.1016/j.chiabu.2021.105140,0,16,,12,18,48.9,LONGSCAN,681,681,case report & self-report,both,,,,self-report,SA,SA,any,any,52,,,,,,,,,,,,0.08,r,sa x substance 16,table 2 correlations,,,0,0,0,0,0,1
268,30,"Yoon, S., Kobulsky, J.M., Shin, S.H., Coxe, K.",2021,USA,Child Abuse & Neglect,https://doi.org/10.1016/j.chiabu.2021.105141,0,16,,12,18,48.9,LONGSCAN,681,681,case report & self-report,both,,,,self-report,N,N,any,any,52,,,,,,,,,,,,0.08,r,n x substance 16,table 2 correlations,,,0,0,0,0,0,1
269,30,"Yoon, S., Kobulsky, J.M., Shin, S.H., Coxe, K.",2021,USA,Child Abuse & Neglect,https://doi.org/10.1016/j.chiabu.2021.105142,0,18,,12,18,48.9,LONGSCAN,681,681,case report & self-report,both,,,,self-report,PA,PA,any,any,52,,,,,,,,,,,,0.12,r,pa x substance 18,table 2 correlations,,,0,0,0,0,0,0
270,30,"Yoon, S., Kobulsky, J.M., Shin, S.H., Coxe, K.",2021,USA,Child Abuse & Neglect,https://doi.org/10.1016/j.chiabu.2021.105143,0,18,,12,18,48.9,LONGSCAN,681,681,case report & self-report,both,,,,self-report,EA,EA,any,any,52,,,,,,,,,,,,0.1,r,ea x substance 18,table 2 correlations,,,0,0,0,0,0,0
271,30,"Yoon, S., Kobulsky, J.M., Shin, S.H., Coxe, K.",2021,USA,Child Abuse & Neglect,https://doi.org/10.1016/j.chiabu.2021.105144,0,18,,12,18,48.9,LONGSCAN,681,681,case report & self-report,both,,,,self-report,SA,SA,any,any,52,,,,,,,,,,,,0.05,r,sa x substance 18,table 2 correlations,,,0,0,0,0,0,0
272,30,"Yoon, S., Kobulsky, J.M., Shin, S.H., Coxe, K.",2021,USA,Child Abuse & Neglect,https://doi.org/10.1016/j.chiabu.2021.105145,0,18,,12,18,48.9,LONGSCAN,681,681,case report & self-report,both,,,,self-report,N,N,any,any,52,,,,,,,,,,,,0.06,r,n x substance 18,table 2 correlations,,,0,0,0,0,0,0
